up:P62489	rno:117017
up:Q61166	mmu:13589
up:Q3ZBD9	bta:507845
up:Q66HR2	rno:114764
up:Q6P848	xtr:394720
up:Q9UPY8	hsa:22924
up:Q5XIT1	rno:298848
up:Q5ZLC7	gga:419288
up:Q66T82	cjo:107323220
up:A0PJN4	mmu:76980
up:A1L167	hsa:134111
up:Q3T0Z7	bta:618084
up:P11348	rno:64192
up:Q8BVI4	mmu:110391
up:P09417	hsa:5860
up:Q8MJ30	ssc:397619
up:P48375	dme:Dmel_CG11001
up:P18203	bta:614795
up:Q62658	rno:25639
up:O42123	xla:379069
up:P62942	hsa:2280
up:P26883	mmu:14225
up:P68106	hsa:2281
up:P97534	rno:58950
up:Q9Z2I2	mmu:14226
up:Q8HYX6	ocu:100008888
up:Q554J3	ddi:DDB_G0275227
up:Q6CF41	yli:YALI0B10450g
up:Q6KBA8	ani:AN3598.2
up:P0CP94	cne:CNB01800
up:O42993	spo:SPBC839.17c
up:Q6FMA3	cgr:CAGL0K09724g
up:Q4WLV6	afm:AFUA_6G12170
up:Q6BX45	dha:DEHA2B06050g
up:P20081	sce:YNL135C
up:Q4W9R2	afm:AFUA_4G04020
up:Q4HZB8	fgr:FGSG_09690
up:P0A0W2	nme:NMB0027
up:Q8LGG0	ath:AT5G64350
up:Q6M981	ncr:NCU04371
up:Q29503	ocu:100009436
up:Q8CFI2	mmu:216150
up:P49427	hsa:997
up:Q42541	ath:AT3G46460
up:P60604	hsa:7327
up:Q17QG5	bta:614471
up:Q8BTV1	mmu:80286
up:Q13454	hsa:7991
up:Q32L57	bta:615007
up:Q7ZV50	dre:324944
up:Q63ZR0	xla:494750
up:Q5ZJ06	gga:422332
up:Q9H0U3	hsa:84061
up:Q5RE31	pon:100171802
up:O35777	rno:116967
up:Q3T000	bta:507409
up:O15498	hsa:10652
up:Q9CQW1	mmu:56418
up:Q6P816	xtr:394619
up:Q5EGY4	rno:64351
up:Q6DDU7	xla:398034
up:Q32N70	xla:735229
up:Q7ZUN8	dre:394067
up:Q9P0U1	hsa:54543
up:Q2KI08	bta:614074
up:Q9XZH6	dme:Dmel_CG6213
up:Q9D6L8	mmu:70225
up:Q9H2H8	hsa:53938
up:Q812D3	rno:301432
up:Q5ZLV2	gga:424075
up:P52017	cel:CELE_B0252.4
up:P0CP87	cnb:CNBE0620
up:Q9LPC7	ath:AT1G01940
up:Q54E95	ddi:DDB_G0291734
up:A7SE05	nve:NEMVE_v1g237158
up:C3Z724	bfo:BRAFLDRAFT_259979
up:B4N208	dwi:6644491
up:B3MQV3	dan:Dana_GF21161
up:B3NWW9	der:6549769
up:B4Q2J2	dya:Dyak_GE15576
up:B4L7V4	dmo:Dmoj_GI11085
up:B4IF39	dse:Dsec_GM13299
up:B4H9W2	dpe:6602614
up:B4JKB7	dgr:Dgri_GH12079
up:Q9VX25	dme:Dmel_CG8188
up:B4MA02	dvi:Dvir_GJ15767
up:Q28F89	xtr:549192
up:Q8AVU2	xla:379075
up:Q76EZ2	xla:403383
up:Q28FE2	xtr:448081
up:Q9Y3C7	hsa:51003
up:A0JNN3	bta:532868
up:Q6GQA1	xla:108709359
up:Q6GQA1	xla:443919
up:Q9CXU1	mmu:67279
up:Q4QR03	xla:734553
up:Q6DH26	dre:436690
up:A7RX34	nve:NEMVE_v1g163685
up:P05198	hsa:1965
up:P68101	rno:54318
up:Q5ZLX2	gga:423279
up:Q5R493	pon:100174029
up:Q6GL89	xtr:448087
up:Q7ZTK4	xla:380444
up:P41374	dme:Dmel_CG9946
up:P56286	spo:SPAC3G9.09c
up:P20459	sce:YJR007W
up:Q2HJH9	bta:509123
up:P56812	mmu:56330
up:O14737	hsa:9141
up:P63174	rno:682793
up:P63174	rno:685963
up:P63174	rno:689284
up:P63174	rno:690468
up:Q9JJI8	mmu:67671
up:O22860	ath:AT2G43460
up:O22860	ath:AT3G59540
up:P46291	sly:544287
up:Q1HRT4	aag:5566522
up:Q5UAP8	bmor:693118
up:Q6F450	pxy:105386232
up:Q4PMD1	isc:IscW_ISCW001867
up:O17570	cel:CELE_C06B8.8
up:Q7Q0U1	aga:AgaP_AGAP010163
up:Q6XIM7	dya:Dyak_GE28269
up:Q9USR7	spo:SPBC577.02
up:Q09900	spo:SPAC30D11.12
up:Q55GJ7	ddi:DDB_G0268302
up:Q8DIQ1	tel:tlr1530
up:P20093	ana:all0138
up:Q6YXM8	ppp:2546696
up:P06411	nta:800527
up:P05641	zma:845200
up:B5LMP9	cam:6797495
up:P37255	cre:ChreCp032
up:Q0ZIZ3	vvi:4025125
up:Q332V1	lsv:3772835
up:Q2L932	ghi:3989130
up:Q1KXT3	han:4055665
up:Q2PMQ9	gmx:3989323
up:P56777	ath:ArthCp049
up:B1A961	cpap:5878371
up:Q2QD63	csv:3429276
up:B1NWH6	mesc:5999952
up:Q09MF1	cit:4271125
up:A4GGD1	pvu:PhvuCp50
up:B3TN75	bdi:6439814
up:P04160	soe:2715608
up:P31094	syf:Synpcc7942_0697
up:Q70XY1	atr:2546567
up:P05429	syn:slr0906
up:P52565	hsa:396
up:Q99PT1	mmu:192662
up:P19803	bta:338054
up:Q9TU03	bta:327676
up:Q61599	mmu:11857
up:Q9VXX8	dme:Dmel_CG9091
up:Q43292	ath:AT1G52300
up:Q9C0T1	ani:AN4787.2
up:Q8LEM8	ath:AT3G16080
up:Q90YT1	ipu:100304550
up:Q9D823	mmu:100502825
up:Q9D823	mmu:67281
up:O44125	smm:Smp_035800
up:Q8LFH7	ath:AT1G15250
up:P49166	sce:YLR185W
up:Q54MG6	ddi:DDB_G0285971
up:Q9W1U6	dme:Dmel_CG9873
up:P59289	spo:SPAPB17E12.05
up:P05733	spo:SPCC1223.05c
up:P51402	sce:YDR500C
up:Q6BPF6	dha:DEHA2E13992g
up:P0DJ24	tet:TTHERM_01068180
up:P49622	cel:CELE_C54C6.1
up:P62885	ldo:LDBPK_332070
up:Q01658	hsa:1810
up:Q5XI68	rno:100910207
up:Q5XI68	rno:289881
up:Q5ZMV3	gga:424496
up:Q91WV0	mmu:13486
up:P81693	ssc:100737301
up:P11064	bta:280977
up:P41498	rno:24161
up:Q9D358	mmu:11431
up:Q90YV0	ipu:100304533
up:Q9VS34	dme:Dmel_CG8615
up:P12001	rno:81766
up:Q5E973	bta:509163
up:D0VWQ3	cfa:476422
up:Q07020	hsa:6141
up:Q940B0	ath:AT5G27850
up:P42791	ath:AT3G05590
up:Q7QJM5	aga:AgaP_AGAP007580
up:Q1HR62	aag:5570675
up:Q8TFH1	spo:SPAPB17E12.13
up:P35980	mmu:19899
up:Q60P81	cbr:CBG22372
up:O45946	cel:CELE_Y45F10D.12
up:Q6F442	pxy:105392651
up:Q5UAS1	bmor:692694
up:O22254	ath:AT2G47570
up:Q10192	spo:SPBC11C11.07
up:P0CX49	sce:YNL301C
up:P0CX49	sce:YOL120C
up:Q54VZ4	ddi:DDB_G0279997
up:Q4N438	tpv:TP02_0801
up:P24558	sasa:100136574
up:P83876	hsa:10907
up:Q9FE62	ath:AT5G08290
up:P87215	spo:SPCC16A11.05c
up:Q553S5	ddi:DDB_G0275407
up:Q75BD8	ago:AGOS_ADL374W
up:Q06819	sce:YPR082C
up:Q6FMI2	cgr:CAGL0K07854g
up:Q3T0T7	bta:515999
up:Q9CQC9	mmu:66397
up:Q5HZY2	rno:287276
up:Q9QVY3	cge:100758826
up:Q5PYH3	ssc:494017
up:Q9Y6B6	hsa:51128
up:Q9NR31	hsa:56681
up:Q52NJ3	ssc:595115
up:Q23445	cel:CELE_ZK180.4
up:Q01475	spo:SPBC31F10.06c
up:Q4P0I7	uma:UMAG_06376
up:Q01474	ath:AT1G56330
up:P0CR31	cnb:CNBB2270
up:P0C583	ncr:NCU11181
up:A1CRG9	act:ACLA_029700
up:A1D4D1	nfi:NFIA_019790
up:Q877B9	aor:AO090003000842
up:Q4WJS7	afm:AFUA_1G04940
up:O04834	ath:AT4G02080
up:P0C951	ang:ANI_1_518014
up:Q5BGB9	ani:AN0411.2
up:P52884	sly:543958
up:P0CT16	mgr:MGG_06362
up:Q6CB54	yli:YALI0C21824g
up:A3LTA2	pic:PICST_67516
up:Q0UKC0	pno:SNOG_07794
up:Q59S78	cal:CAALFM_C602220WA
up:A5E5G3	lel:LELG_04852
up:Q9P4C8	ppa:PAS_chr1-1_0180
up:Q6BVA7	dha:DEHA2C04092g
up:A5DR82	pgu:PGUG_05783
up:Q755D7	ago:AGOS_AFL114W
up:P20606	sce:YPL218W
up:Q6CWR7	kla:KLLA0_B02046g
up:Q6FUZ9	cgr:CAGL0E05896g
up:Q559R0	ddi:DDB_G0272296
up:O15514	hsa:5433
up:Q9VEA5	dme:Dmel_CG43662
up:Q92572	hsa:1176
up:P59780	hsa:10239
up:Q1JQA3	bta:508867
up:Q553S2	ddi:DDB_G0275405
up:Q09905	spo:SPAC30D11.05
up:Q8VZ37	ath:AT3G50860
up:Q9Y7L6	spo:SPBC685.04c
up:Q9WUD8	mmu:23873
up:Q7L9L4	hsa:92597
up:Q95RA8	dme:Dmel_CG13852
up:Q921Y0	mmu:232157
up:Q54XJ0	ddi:DDB_G0278907
up:Q54CR8	ddi:DDB_G0292758
up:Q9FHI1	ath:AT5G45550
up:Q8GYX0	ath:AT4G19045
up:Q54BM4	ddi:DDB_G0293706
up:O94360	spo:SPBC428.13c
up:Q96BX8	hsa:126308
up:Q8BSU7	mmu:208228
up:Q5R5Z0	pon:100173650
up:Q9VL13	dme:Dmel_CG4946
up:Q8VE04	mmu:214944
up:Q86TA1	hsa:79817
up:Q29RK9	bta:540817
up:F4K494	ath:AT5G20430
up:Q28F67	xtr:549687
up:P00507	rno:25721
up:P05202	mmu:14719
up:P12345	ocu:100348732
up:P62321	xla:108711072
up:P62321	xla:380595
up:Q9SUM2	ath:AT4G30220
up:Q24297	dme:Dmel_CG16792
up:P34659	cel:CELE_ZK652.1
up:O59734	spo:SPBC3E7.14
up:Q54XP2	ddi:DDB_G0278821
up:P54999	sce:YPR182W
up:Q63250	rno:171302
up:P31691	osa:4330539
up:P04709	zma:542386
up:P27080	cre:CHLREDRAFT_196520
up:P12857	zma:542389
up:O49447	ath:AT4G28390
up:P40941	ath:AT5G13490
up:P18238	sce:YBR085W
up:P18239	sce:YBL030C
up:P02723	ncr:NCU09477
up:P49382	kla:KLLA0_E12365g
up:P31167	ath:AT3G08580
up:P04710	sce:YMR056C
up:Q09188	spo:SPBC530.10c
up:Q8LB08	ath:AT5G17400
up:P48962	mmu:11739
up:Q05962	rno:85333
up:P12235	hsa:291
up:O46373	ocu:100009414
up:O46373	ocu:100349768
up:P32007	bta:282480
up:P02722	bta:282478
up:P05141	hsa:292
up:Q8SQH5	bta:282479
up:P51881	mmu:11740
up:Q9H0C2	hsa:83447
up:P12236	hsa:293
up:Q4R8M0	mcf:102143674
up:Q09073	rno:25176
up:Q5R5A1	pon:100173820
up:Q27238	aga:AgaP_AGAP006782
up:Q6QRN9	ssc:403155
up:P46783	hsa:6204
up:Q07254	xla:445824
up:P63326	rno:100363439
up:P63326	rno:81773
up:Q90YR4	ipu:100304564
up:Q9VWG3	dme:Dmel_CG14206
up:Q08745	sce:YOR293W
up:P46784	sce:YMR230W
up:Q9DAJ5	mmu:75465
up:Q32P85	bta:768062
up:Q8TF09	hsa:83657
up:Q9NP97	hsa:83658
up:P62628	rno:170714
up:Q29036	ssc:396984
up:P61805	rno:192275
up:Q5E9C2	bta:614538
up:Q5RBB4	pon:100172455
up:P46967	xla:397721
up:Q9VLM5	dme:Dmel_CG13393
up:O13113	gga:395343
up:P52872	cel:CELE_F57B10.10
up:O22622	ath:AT2G35520
up:Q54FB6	ddi:DDB_G0291049
up:Q39080	ath:AT1G32210
up:Q9SMC4	sly:543753
up:Q0JDK9	osa:4335701
up:Q8QGH2	gga:373930
up:Q5EAX4	xla:779181
up:P63165	hsa:7341
up:P55853	cel:CELE_K12C11.2
up:Q7SZR5	dre:406438
up:O57686	xla:399078
up:Q6DK72	xtr:100125978
up:Q5ZHQ1	gga:770553
up:Q5XIF4	rno:499417
up:P55854	hsa:6612
up:Q17QV3	bta:617236
up:Q6DI05	dre:436950
up:Q6NV25	dre:406398
up:P61958	ssc:397044
up:Q7ZTK7	xla:379777
up:Q6GPW2	xla:444021
up:Q28H04	xtr:549160
up:Q9FLP6	ath:AT5G55160
up:A7SMR0	nve:NEMVE_v1g237368
up:Q5RGE4	dre:541343
up:Q6PB04	xla:398812
up:Q61845	mmu:104362
up:Q32LI5	bta:617353
up:Q5JSS6	hsa:644890
up:P42325	dme:Dmel_CG7641
up:P62749	rno:50871
up:P42324	gga:396161
up:Q06AT0	ssc:100144506
up:P37235	hsa:3241
up:Q28IM6	xtr:733484
up:Q6DCM9	xla:446902
up:P62758	gga:396048
up:P61601	hsa:83988
up:B3DLU1	xtr:100170190
up:Q5R632	pon:100173622
up:Q5RAH1	pon:100172657
up:A9JTH1	dre:556178
up:Q7SY75	xla:380443
up:P84076	rno:29177
up:Q6AXL4	dre:445319
up:P35332	rno:50872
up:Q8BGZ1	mmu:170638
up:Q9UM19	hsa:51440
up:Q09711	spo:SPAC18B11.04
up:Q8BNY6	mmu:14299
up:Q91614	xla:399297
up:Q5RC90	pon:100172236
up:P36608	cel:CELE_C44C1.3
up:P37236	dme:Dmel_CG5744
up:Q06389	sce:YDR373W
up:Q9Y4Y9	hsa:23658
up:Q55EX5	ddi:DDB_G0268716
up:Q9FKB0	ath:AT5G48870
up:O42978	spo:SPBC20F10.09
up:P63208	hsa:6500
up:Q6PEC4	rno:287280
up:Q557E4	ddi:DDB_G0273251
up:Q557E4	ddi:DDB_G0273615
up:P52285	ddi:DDB_G0269230
up:Q4WTT8	afm:AFUA_5G06060
up:A1C9U5	act:ACLA_009360
up:Q8NK13	ncr:NCU08991
up:Q5KU00	aor:AO090009000653
up:D4ARL8	abe:ARB_06761
up:Q9Y709	spo:SPBC409.05
up:Q5BAX8	ani:AN2302.2
up:O49484	ath:AT4G34210
up:Q39255	ath:AT1G75950
up:Q9FHW7	ath:AT5G42190
up:Q9LNT9	ath:AT1G20140
up:O65674	ath:AT4G34470
up:O81057	ath:AT2G03170
up:A2VD83	xla:100037186
up:Q68EY9	xla:447346
up:Q68EQ1	xtr:493267
up:Q8BTZ7	mmu:331026
up:Q9Y5P6	hsa:29925
up:Q2YDJ9	bta:514161
up:Q7JZB4	dme:Dmel_CG1129
up:Q295Y7	dpo:Dpse_GA10892
up:A3QMC8	cel:CELE_C42C1.5
up:Q54K39	ddi:DDB_G0287619
up:Q4I1Y5	fgr:FGSG_08773
up:P36954	hsa:5438
up:Q32P73	bta:614472
up:P36958	dme:Dmel_CG3284
up:Q6NLH0	ath:AT3G16980
up:Q8L5V0	ath:AT4G16265
up:P0A3D2	syf:Synpcc7942_1499
up:P11053	ana:all1430
up:P15788	hao:PCC7418_2938
up:P46046	ava:Ava_3940
up:P27320	syn:ssl0020
up:P0A3C9	tel:tsl1009
up:Q5M8V0	xtr:496686
up:Q5ZJG3	gga:424638
up:Q96K17	hsa:91408
up:Q2KIY7	bta:539753
up:Q6PC91	dre:393667
up:Q64152	mmu:218490
up:P20290	hsa:689
up:Q18885	cel:CELE_C56C10.8
up:Q92371	spo:SPAC4F10.14c
up:Q7XPW5	osa:4337437
up:Q9UTJ2	spo:SPAC1556.07
up:Q1W376	gmx:732605
up:Q60HD6	mcf:102146519
up:O15305	hsa:5373
up:Q3SZJ9	bta:510978
up:Q1W375	nta:107794186
up:Q9Z2M7	mmu:54128
up:O80840	ath:AT2G45790
up:Q54X03	ddi:DDB_G0279289
up:O35621	mmu:29858
up:Q92871	hsa:5372
up:Q86B09	ddi:DDB_G0272781
up:P31353	cal:CAALFM_C102480WA
up:Q9VTZ6	dme:Dmel_CG10688
up:P07283	sce:YFL045C
up:Q9EQS0	rno:83688
up:P37837	hsa:6888
up:Q2TBL6	bta:513453
up:Q9W1G0	dme:Dmel_CG2827
up:Q93092	mmu:21351
up:Q0K979	reh:H16_A2346
up:B2U9W5	rpi:Rpic_1075
up:B1Y2Y8	lch:Lcho_3386
up:B2T236	bpy:Bphyt_1228
up:Q142S4	bxe:Bxe_A3318
up:Q142S4	bxb:DR64_1018
up:C5BLR8	ttu:TERTU_2586
up:P61964	hsa:11091
up:Q2KIG2	bta:100125836
up:Q9V3J8	dme:Dmel_CG17437
up:Q5M786	xtr:496891
up:Q86VZ2	hsa:54554
up:Q5RE95	pon:100174268
up:Q9D7H2	mmu:69544
up:Q4V8C4	rno:303907
up:Q9M2Z2	ath:AT3G49660
up:Q6NYX8	dre:404606
up:Q9GZP4	hsa:57095
up:Q8BWR2	mmu:66193
up:Q9VK68	dme:Dmel_CG6153
up:Q6DJI5	xla:444807
up:Q29L80	dpo:Dpse_GA19395
up:P17078	rno:296709
up:P42766	hsa:11224
up:Q98TF7	gga:374133
up:Q3MHM7	bta:515534
up:Q6PBC1	xtr:394512
up:Q29361	ssc:397598
up:Q8JHJ1	dre:192299
up:Q90YT4	ipu:100304547
up:Q9LZ41	ath:AT5G02610
up:Q9M3D2	ath:AT3G55170
up:O80626	ath:AT2G39390
up:Q9SF53	ath:AT3G09500
up:P34662	cel:CELE_ZK652.4
up:O74904	spo:SPCC613.05c
up:P0CX84	sce:YDL136W
up:P0CX84	sce:YDL191W
up:P25789	hsa:5685
up:P21670	rno:29671
up:Q4R932	mcf:101926424
up:Q9R1P0	mmu:26441
up:Q5BJI9	dre:541342
up:Q5M8Y1	xtr:496658
up:P33095	spu:373469
up:P62244	hsa:6210
up:Q5R938	pon:100172942
up:P42798	ath:AT1G07770
up:P42798	ath:AT5G59850
up:Q00332	bna:106346392
up:Q00332	bna:106362258
up:Q00332	bna:106385644
up:Q00332	bna:106386853
up:Q00332	bna:106411630
up:Q00332	bna:106411828
up:Q00332	bna:106411841
up:P48149	dme:Dmel_CG2033
up:Q9LX88	ath:AT3G46040
up:Q90YQ8	ipu:100304568
up:Q7KR04	dme:Dmel_CG12324
up:O80646	ath:AT2G39590
up:P0C0W1	sce:YJL190C
up:Q96W54	cal:CAALFM_C103620CA
up:Q96W54	cal:CAALFM_C106460CA
up:P46793	ddi:DDB_G0276457
up:Q7RV75	ncr:NCU06431
up:Q3E7Y3	sce:YLR367W
up:Q6FMW9	cgr:CAGL0K04587g
up:Q6FMW9	cgr:CAGL0L08114g
up:Q6CW21	kla:KLLA0_B07601g
up:Q6CW21	kla:KLLA0_B07931g
up:Q752J5	ago:AGOS_AEL151C
up:Q752J5	ago:AGOS_AFR579W
up:A8MAJ5	cma:Cmaq_1749
up:O14733	hsa:5609
up:Q4KSH7	rno:363855
up:Q9Y3B4	hsa:51639
up:Q9VRV7	dme:Dmel_CG13298
up:Q8ITY4	cel:CELE_C50D2.5
up:Q9FMP4	ath:AT5G12190
up:P56377	hsa:8905
up:P61966	hsa:1174
up:Q9DB50	mmu:108012
up:Q1JQ98	bta:768053
up:Q7TN05	mmu:252903
up:Q96PC3	hsa:130340
up:O23685	ath:AT4G35410
up:Q8LEZ8	ath:AT2G17380
up:Q9P7N2	spo:SPAP27G11.06c
up:B0G185	ddi:DDB_G0295711
up:P35181	sce:YLR170C
up:Q9Y5K8	hsa:51382
up:P57746	mmu:73834
up:O97755	ocu:100009221
up:Q9V7D2	dme:Dmel_CG8186
up:Q61IU3	cbr:CBG10070
up:P34462	cel:CELE_F55H2.2
up:Q9NEF6	dme:Dmel_CG8310
up:Q86A77	ddi:DDB_G0274331
up:Q8L8W6	ath:AT3G02190
up:Q5SMI4	osa:9268459
up:Q98TF5	gga:374132
up:P51425	zma:542444
up:P51424	ath:AT2G25210
up:P51424	ath:AT4G31985
up:P62893	rno:103690821
up:P62893	rno:103692785
up:P62893	rno:103693375
up:P62893	rno:103694169
up:P62893	rno:103694404
up:P62893	rno:25347
up:Q90YS9	ipu:100305053
up:Q6BHV8	dha:DEHA2G15422g
up:Q96EH5	hsa:116832
up:Q758D8	ago:AGOS_AEL150W
up:P52814	cel:CELE_C26F1.9
up:O16130	dme:Dmel_CG3997
up:P04650	sce:YJL189W
up:Q5JGT6	tko:TK1319
up:Q6PC19	dre:393701
up:Q6NRQ7	xla:431913
up:Q6NRQ7	xla:734628
up:Q5ZJQ7	gga:419410
up:Q17QI2	bta:614837
up:Q9NP77	hsa:29101
up:Q4KLK9	rno:298681
up:Q9CY97	mmu:68991
up:P62316	hsa:6633
up:Q18786	cel:CELE_C52E4.3
up:Q9VI10	dme:Dmel_CG1249
up:O14036	spo:SPAC2C4.03c
up:Q54NC5	ddi:DDB_G0285395
up:P62958	bta:327693
up:P70349	mmu:15254
up:P80912	ocu:100009302
up:P49773	hsa:3094
up:Q5RF69	pon:100171549
up:P73481	syn:slr1234
up:P32084	syf:Synpcc7942_1390
up:P07108	hsa:1622
up:P12026	ssc:397212
up:P07107	bta:768330
up:Q8WN94	ocu:100008823
up:Q9TQX6	cfa:476115
up:P11030	rno:25045
up:P31786	mmu:13167
up:O01805	cel:CELE_C44E4.6
up:Q9Y7Z3	spo:SPBC1539.06
up:Q8N6N7	hsa:414149
up:P42281	dme:Dmel_CG8627
up:Q90YQ0	ipu:100329228
up:Q9W6X9	ola:100049365
up:O59865	spo:SPBC17G9.07
up:Q5RAQ8	pon:100172593
up:P62850	rno:81776
up:P02377	xla:379419
up:P62901	ssc:100737826
up:Q5RBR9	pon:100172356
up:Q6NUH0	xla:108708398
up:Q6NUH0	xla:414672
up:Q90YT7	ipu:100305051
up:Q9V597	dme:Dmel_CG1821
up:Q9U332	cel:CELE_W09C5.6
up:Q54XB5	ddi:DDB_G0279061
up:Q9GN74	aag:5568260
up:Q9STR1	ath:AT4G26230
up:P51420	ath:AT5G56710
up:Q9SLL7	ath:AT2G19740
up:P0C2H9	sce:YLR406C
up:P0C2H8	sce:YDL075W
up:Q6FWF4	cgr:CAGL0D00616g
up:P45841	cre:CHLREDRAFT_78109
up:Q757D7	ago:AGOS_AER076C
up:Q9URX6	spo:SPAC890.08
up:Q7ZU42	dre:326864
up:Q5ZM25	gga:424144
up:Q7ZWM6	xla:379367
up:A0JPJ7	rno:296488
up:Q2HJ33	bta:509966
up:Q9NTK5	hsa:29789
up:Q9CZ30	mmu:67059
up:Q5R821	pon:100174581
up:Q66JG0	xtr:493406
up:Q8SWU7	dme:Dmel_CG1354
up:P91917	cel:CELE_W08E3.3
up:O08950	rno:103695118
up:O08950	rno:83828
up:P52657	hsa:2958
up:B7Q1Q9	isc:IscW_ISCW010050
up:P52656	dme:Dmel_CG5163
up:Q9CR20	mmu:66191
up:Q3B8G7	xla:735184
up:Q9Y5U9	hsa:51124
up:Q4VBI2	dre:554110
up:P13214	bta:281625
up:P26256	hmg:100203975
up:P08132	ssc:100312960
up:Q6DE23	xla:446533
up:Q80X45	mmu:67495
up:Q9NRX6	hsa:56900
up:Q6AZW1	dre:445304
up:A7S6M8	nve:NEMVE_v1g232793
up:Q6P7G6	xla:399042
up:A2BD66	xla:100037105
up:Q6IQ86	dre:415187
up:Q8WUW1	hsa:55845
up:Q91VR8	mmu:101314
up:P61107	rno:94197
up:Q91V41	mmu:68365
up:P36410	ddi:DDB_G0281337
up:Q68EK7	dre:445498
up:P20338	hsa:5867
up:P05714	rno:25532
up:P56371	mmu:19341
up:P51146	rno:50866
up:Q38922	ath:AT4G35860
up:P61017	cfa:403956
up:Q01971	ocu:100009281
up:Q2TBH7	bta:615849
up:P61019	hsa:5862
up:P53994	mmu:59021
up:Q90965	gga:396153
up:Q6PHI9	dre:403031
up:P05712	rno:65158
up:P36409	ddi:DDB_G0292268
up:P36863	vcn:VOLCADRAFT_106534
up:Q8WUD1	hsa:84932
up:P49104	zma:100127494
up:P49103	zma:100127017
up:P59279	mmu:76338
up:P92963	ath:AT4G17170
up:O23561	ath:AT4G17160
up:P54357	dme:Dmel_CG3201
up:Q90YU5	ipu:100304537
up:P48159	dme:Dmel_CG3661
up:Q6PC14	dre:336812
up:Q5REU2	pon:100171632
up:Q9GNE2	aag:5578243
up:P49690	ath:AT1G04480
up:P49690	ath:AT2G33370
up:P49690	ath:AT3G04400
up:P48158	cel:CELE_B0336.10
up:P0CX41	sce:YBL087C
up:P0CX41	sce:YER117W
up:Q54G86	ddi:DDB_G0290315
up:P0DJ53	tet:TTHERM_00297140
up:Q9HIR9	tac:Ta1261
up:Q6L1B7	pto:PTO0650
up:Q97BW6	tvo:TVG0337944
up:A2BMC9	hbu:Hbut_1310
up:Q8TW20	mka:MK1218
up:A6VGZ5	mmz:MmarC7_0654
up:Q6LXE3	mmp:MMP1409
up:A9A9Q4	mmx:MmarC6_1264
up:A4FWB1	mmq:MmarC5_0169
up:P54037	mja:MJ_0466
up:O28364	afu:AF_1915
up:A6UWU8	mae:Maeo_1394
up:Q6AXJ9	dre:445316
up:Q8CEQ0	mmu:71091
up:P69736	rno:296570
up:O60869	hsa:8721
up:Q5ZMC0	gga:417286
up:Q6GPQ6	xla:444060
up:Q6PBY3	dre:793036
up:Q6DHC1	dre:445055
up:P35293	mmu:19330
up:Q5EB77	rno:307039
up:P52485	dme:Dmel_CG6720
up:Q96LR5	hsa:7325
up:Q91W82	mmu:218793
up:P52482	mmu:22194
up:P51965	hsa:7324
up:Q969T4	hsa:10477
up:P84245	rno:100361558
up:P84245	rno:117056
up:P02299	dme:Dmel_CG31613
up:P02299	dme:Dmel_CG33803
up:P02299	dme:Dmel_CG33806
up:P02299	dme:Dmel_CG33809
up:P02299	dme:Dmel_CG33812
up:P02299	dme:Dmel_CG33815
up:P02299	dme:Dmel_CG33818
up:P02299	dme:Dmel_CG33821
up:P02299	dme:Dmel_CG33824
up:P02299	dme:Dmel_CG33827
up:P02299	dme:Dmel_CG33830
up:P02299	dme:Dmel_CG33833
up:P02299	dme:Dmel_CG33836
up:P02299	dme:Dmel_CG33839
up:P02299	dme:Dmel_CG33842
up:P02299	dme:Dmel_CG33845
up:P02299	dme:Dmel_CG33848
up:P02299	dme:Dmel_CG33851
up:P02299	dme:Dmel_CG33854
up:P02299	dme:Dmel_CG33857
up:P02299	dme:Dmel_CG33860
up:P02299	dme:Dmel_CG33863
up:P02299	dme:Dmel_CG33866
up:P68431	hsa:8350
up:P68431	hsa:8351
up:P68431	hsa:8352
up:P68431	hsa:8353
up:P68431	hsa:8354
up:P68431	hsa:8355
up:P68431	hsa:8356
up:P68431	hsa:8357
up:P68431	hsa:8358
up:P68431	hsa:8968
up:Q10453	cel:CELE_F45E1.6
up:Q5RCC9	pon:100174365
up:P59169	ath:AT4G40030
up:P59169	ath:AT4G40040
up:P59169	ath:AT5G10980
up:P59226	ath:AT1G09200
up:P59226	ath:AT3G27360
up:P59226	ath:AT5G10390
up:P59226	ath:AT5G10400
up:P59226	ath:AT5G65360
up:P02301	mmu:625328
up:P06352	spu:373340
up:P08898	cel:CELE_B0035.10
up:P08898	cel:CELE_F07B7.5
up:P08898	cel:CELE_F08G2.3
up:P08898	cel:CELE_F17E9.10
up:P08898	cel:CELE_F22B3.2
up:P08898	cel:CELE_F45F2.13
up:P08898	cel:CELE_F54E12.1
up:P08898	cel:CELE_F55G1.2
up:P08898	cel:CELE_K03A1.1
up:P08898	cel:CELE_K06C4.13
up:P08898	cel:CELE_K06C4.5
up:P08898	cel:CELE_T10C6.13
up:P08898	cel:CELE_ZK131.2
up:P08898	cel:CELE_ZK131.3
up:P08898	cel:CELE_ZK131.7
up:Q16695	hsa:8290
up:A5PK61	bta:512741
up:P08437	vcn:VOLCADRAFT_101585
up:P08437	vcn:VOLCADRAFT_108835
up:P08437	vcn:VOLCADRAFT_56755
up:P08437	vcn:VOLCADRAFT_56978
up:P08437	vcn:VOLCADRAFT_57055
up:P08437	vcn:VOLCADRAFT_57650
up:P08437	vcn:VOLCADRAFT_63067
